"['dormi', 'cima', 'notebook', 'meio', 'aula', 'portugues', 'desmutei', 'mic', 'querer', 'vai', 'tomar', 'cu']","dormi em cima do notebook no meio da aula de português e desmutei o mic sem querer 

vai tomar no cu"
"['hj', 'jogo', 'sereias', 'vila', 'de', 'graca', 'n', 'vou', 'pq', 'moro', 'baixa', 'egua', 'q', 'sacoo']",hj tem jogo das sereias da vila DE GRAÇA e eu n vou pq moro na baixa da égua q sacoo
"['tomar', 'banho', 'p', 'ir', 'p', 'academia']",tomar banho p ir p academia
"['cara', 'foda', 'referencias', 'br', 'me', 'pergunto', 'br', 'pag']","Cara, muito foda as referências BR. Me pergunto se é BR a pag https://t.co/yGhXe5ncf1"
"['rafaela', 'vai', 'cagar', 'cabeca']",Rafaela vai cagar na minha cabeça
"['mds', 'sonhei', 'bolsonaro', 'sonho', 'foda']","mds, eu sonhei com o Bolsonaro... que sonho foda"
"['falam', 'idiota', 'postar', 'fotinho', 'bombom', 'recebeu', 'empresa', 'porque', 'sabem', 'dor', 'ser', 'esquecida', 'churrasco', 'receber', 'bombom']",vocês falam que é idiota postar fotinho de bombom que recebeu da empresa porque não sabem a DOR que é ser esquecida no churrasco e não receber o bombom 🥲
['foda'],que se foda ele! https://t.co/F8i1UYXNZv
"['pensando', 'seriamente', 'ir', 'p', 'praia', 'sozinha', 'q', 'foda']",pensando seriamente em ir p praia sozinha e q se foda.
"['puta', 'merda', 'dor']","puta merda, que dor"
"['que', 'foda']",“Que se foda eles” https://t.co/9vZAo8o9bL
"['porra', 'dia', 'comecou', 'merda']","que porra, dia já começou uma merda"
"['parem', 'dar', 'overrate', 'evangelion', 'crl', 'merda', 'horrivel']",Parem de dar overrate a Evangelion crl essa merda é horrível
"['a', 'medica', 'encontrou', 'pior', 'secretaria', 'disponivel', 'porque', 'possivel', 'dificuldade', 'ter', 'resposta', 'qualquer', 'desse', 'ser', 'humano', 'o', 'foda', 'propria', 'medica', 'sabe', 'ruim', 'manda']","A médica encontrou a pior secretária que ela tinha disponível porque não é possível a dificuldade que é ter uma resposta qualquer desse ser humano 

O foda é que a própria médica sabe que ela é ruim e só manda um 🤷"
"['oomf', 'encontrei', 'sabado', 'friends', 'preparar', 'single', 'estreia', 'sera', 'portugal', 'preparado', 'gay', 'main', 'pop', 'boy']",oomf que encontrei no sabado no friends esta a preparar o single de estreia sera que portugal esta preparado para gay main pop boy?
"['brasil', 'patria', 'amada', 'cu', 'bela', 'bunda']",brasil pátria amada meu cu bela bunda
"['cada', 'artista', 'foda', 'palestrando', 'ilustra', 'nordeste', 'elogiam', 'chat', 'ficam', 'oohhh', 'obrigade', 'haha', 'acho', 'fofo', 'kkkkk']","Cada artista foda palestrando no Ilustra Nordeste, mas quando elogiam no chat eles ficam ""😯😳☺️😄 oohhh obrigade, nossa haha 😊""

Acho fofo kkkkk"
"['vagabundo', 'precisa', 'cltzinho']",Vagabundo precisa de um cltzinho
"['preto', 'ja', 'viu', 'vai', 'sair', 'sabado', 'mrm', 'preto', 'jogar', 'din', 'p', 'chama', 'mimada']","[28/04/2022 10:54:09] meu preto 👩🏽‍❤️‍💋‍👨🏽: Já viu se vai sair sábado mrm?
 [28/04/2022 10:54:13] meu preto 👩🏽‍❤️‍💋‍👨🏽: jogar um din p tu

depois me chama de mimada 🤣😩"
"['isso', 'aqui', 'maior', 'potencial', 'estrago', 'sair', 'ai', 'falando', 'bolsonaro', 'golpista', 'reclamando', 'graca', 'vagabundo', 'carioca']",Isso aqui tem muito maior potencial de estrago do que sair por aí falando de que Bolsonaro é golpista ou reclamando da graça ao vagabundo carioca. https://t.co/GYhrZQqsQh
"['vamos', 'decepar', 'milistros', 'stf', 'reduto', 'comunistas', 'fdp', 's', 'vamos', 'invadir', 'praia', 'carrapato']",Vamos decepar esses milistros do stf reduto de comunistas Fdp’s. Vamos invadir sua praia carrapato. https://t.co/8bAq7zvR92
"['uma', 'ventania', 'caralho', 'soubesse', 'tempo', 'ia', 'ficar', 'assim', 'tao', 'rapido', 'levado', 'be', 'pra', 'creche']","Uma ventania do caralho, se soubesse que o tempo ia ficar assim tão rápido nem teria levado o bê pra creche"
"['unica', 'coisa', 'gosto', 'livros', 'stephen', 'king', 'quanto', 'sempre', 'fala', 'sobre', 'questao', 'sexual', 'tipo', 'personagem', 'sempre', 'homem', 'ta', 'querendo', 'foder', 'ai', 'fica', 'tempo', 'todo', 'falando', 'sobre', 'sei', 'pq', 'assexual', 'incomoda', 'pouco']",Única coisa que eu não gosto dos livros do Stephen King é o quanto ele sempre fala sobre questão sexual tipo os personagem dele é sempre um homem que tá querendo foder e aí fica o tempo todo falando sobre isso eu não sei se é pq eu sou assexual mas me incomoda um pouco
"['so', 'vale', 'lado', 'velho', 'senil', 'vagabundo', 'asqueroso', 'maldito']","Só vale para um lado. Velho senil e vagabundo, asqueroso maldito. https://t.co/wzNWmkEJls"
"['vou', 'foder', 'tanto', 'fisica', 'hj', 'q', 'sei', 'reagir']",eu vou me foder tanto em física hj q nem sei mais como reagir
"['serio', 'acho', 'tao', 'feio', 'amigos', 'defende', 'fez', 'merda', 'lili', 'vai', 'cantar', 'vc', 'n', 'merece', 'passar', 'policial', 'tudo', 'merda', 'porra', 'manca', 'ta', 'preso', 'pq', 'merece', 'ninguem', 'mandou', 'fazer', 'merda', 'bem', 'feito', 'parem', 'defender', 'gente', 'errada', 'pq', 'amigo', 'n', 'fica', 'net', 'defendendo', 'errado']","Sério, acho tao feio amigos defende quem fez merda “Lili vai cantar, vc n merece passar por isso, policial tudo merda” porra se manca, se tá preso é pq merece, ninguém mandou fazer merda, é bem feito, parem de defender gente errada só pq é amigo, n fica na net defendendo o errado"
"['eu', 'mt', 'idiota', 'msm']",Eu sou mt idiota msm
"['pqp', 'puta', 'pariu']",pqp!!!!! puta que pariu
"['respirar', 'n', 'foder', 'focinho', 'gajo']",Respirar para n foder o focinho a um gajo :)
"['ta', 'acontecendo', 'fml', 'kkkkk', 'tomando', 'gosto', 'tenis', 'cor', 'burro', 'foge']",ta acontecendo fml kkkkk tomando gosto por tenis cor de burro quando foge
"['luca', 'c', 'pra', 'arranja', 'alg', 'arranja', 'alg', 'bnt', 'prc', 'jp', 'mto', 'fdp']","""Luca c for pra arranja alg arranja alg bnt"" prc Jp é mto fdp"
"['e', 'bosta', 'midia', 'esquerda', 'brasileira']",É bosta mesmo....... mídia esquerda brasileira!!!! #Brasil https://t.co/DeO7WL2LGN
"['que', 'semana', 'caralho', 'puta', 'pariu']","Que semana do caralho, puta que pariu"
"['hoje', 'comecou', 'cedo', 'kkkk', 'menino', 'vai', 'tomar', 'banho', 'agora', 'apura', 'coloca', 'bermuda', 'que', 'ta', 'calor', 'vai', 'agoraaaaaaa']",Hoje começou mais cedo kkkk MENINO VAI TOMAR BANHO AGORA APURA COLOCA BERMUDA QUE TÁ CALOR VAI AGORAAAAAAA https://t.co/4MCmyNtSMH
"['todo', 'mundo', 'sabia', 'vara', 'tribunal', 'excecao', 'menos', 'globo', 'empresa', 'q', 'diz', 'fazer', 'jornalismo', 'atuou', 'porta', 'voz', 'republica', 'cu', 'atingir', 'objetivos', 'politicos', 'canalhas', 'todos', 'kamels', 'leitoes', 'principalmente']","TODO MUNDO SABIA que a 13ª Vara era um tribunal de exceção, menos a Globo, uma empresa q diz fazer ""jornalismo"", que atuou como porta voz da ""República de Cu"" para atingir seus objetivos políticos!
Canalhas, todos eles, e os Kamels e os Leitões, principalmente.
#LulaPresidente13"
"['abel', 'braga', 'saiu', 'caralho']",ABEL BRAGA SAIU CARALHO
"['ess', 'aimagem', 'traz', 'tantas', 'lembrancas', 'puta', 'q', 'pariu']","nossa ess aimagem traz tantas lembranças, puta q pariu https://t.co/azpcOs3bIl"
"['pensando', 'carai', 'vou', 'aproveitar', 'tempo', 'livre', 'hoje', 'dar', 'estudada', 'celtinha', 'eletrico', 'fodase']","eu pensando: carai vou aproveitar o tempo livre hoje e dar uma estudada.
eu também: celtinha elétrico fodase https://t.co/EjoFlwXzkr"
"['como', 'comentei', 'estados', 'unidos', 'tornou', 'lama', 'mundo', 'um', 'verdadeiro', 'pais', 'merda']","Como eu já comentei. Estados Unidos se tornou a lama do mundo.

Um verdadeiro país de merda! https://t.co/WwIE6BQ6zN"
"['ontem', 'professora', 'explicou', 'sobre', 'materia', 'prestei', 'atencao', 'abrir', 'trabalho', 'questoes', 'falando', 'cair', 'cu', 'vagabundaaaaa']","ontem a professora explicou sobre a matéria eu não prestei atenção, fui abrir o trabalho 4 questões do que ela estava falando e de cair o cú o da vagabundaaaaa"
"['preconceito', 'religioso', 'nao', 'filha', 'condenar', 'burrice', 'meu', 'deus', 'pode', 'ter', 'tanta', 'gente', 'burra', 'nesse', 'mundo', 'isso', 'fe', 'ser', 'burro', 'familia', 'buscou', 'ritual', 'curar', 'gripe', 'menina', 'morreu', 'queimada', 'diz', 'advogado']","Preconceito religioso? Não minha filha, isso é condenar a sua BURRICE. Meu Deus como pode ter tanta gente burra nesse mundo. Isso não é fé não, isso é ser burro.

Família buscou ritual para curar gripe de menina que morreu queimada, diz advogado https://t.co/zTBaUXizTD"
"['caralho', 'comecei', 'lendo', 'achando', 'ko']",Caralho.... comecei lendo achando que era k.o https://t.co/hn8NoqK2Nd
"['caralho', 'video', 'fez', 'mal', 'doeu', 'ate', 'corpo', 'dentro']","caralho esse video me fez mal, doeu ate o corpo por dentro"
"['eu', 'quero', 'que', 'voce', 'se', 'foda', 'kokikkkkkkkkk']",EU QUERO QUE VOCÊ SE FODA KOKIKKKKKKKKK https://t.co/B1kZpOfmmD
"['parece', 'tomar', 'cafe', 'manha', 'realmente', 'consequencias']",parece que não tomar café da manhã realmente tem consequências
"['chuva', 'caralho']",chuva do caralho
"['procuro', 'louco', 'suficiente', 'pra', 'dividir', 'aluguel', 'bhkkkkkkkjj']",//procuro um louco o suficiente pra dividir aluguel em BHKKKKKKKJJ https://t.co/27Z9G8c6mC
"['vou', 'ficar', 'responder', 'semana', 'desgracado']","vou ficar sem responder por uma semana também, desgraçado"
"['mas', 'pai', 'merda', 'vida', 'kkkkkkkk']","Mas nem pai eu tenho, merda de vida KKKKKKKK https://t.co/TjzBFw8emJ"
"['kkkkkkk', 'q', 'foda']",Kkkkkkk ele q se foda https://t.co/6cHiBBz10h
['fodase'],fodase https://t.co/2Az9bbMd5w
"['velho', 'desgracado']",Velho desgraçado. https://t.co/O5KTmMNBHT
"['perdi', 'queimwdo', 'so', 'pq', 'idiota', 'n', 'quis', 'trocarkkkkkqsaco']",perdi no queimwdo so pq o idiota n quis trocarKKKKKQSACO
"['pq', 'ta', 'todo', 'mundo', 'ganhando', 'eve', 'merda']",Pq tá todo mundo ganhando a eve e eu na merda?
"['pesquisou', 'sobre', 'bastante', 'pra', 'entender', 'kkkkkkkkkkk', 'tirou', 'conclusao', 'quis', 'foda', 'exu', 'luz']",Pesquisou sobre mas não o bastante pra entender kkkkkkkkkkk tirou a conclusão que quis e Foda se. Exu é luz!! https://t.co/1iKTsdhDkJ
"['to', 'cu', 'mao']",to com o cu na mão
"['bom', 'dia', 'vim', 'psiquiatra', 'deu', 'bronca', 'daquelas', 'gigantes', 'pq', 'fico', 'parando', 'tomar', 'medicamento', 'lindo', 'pra', 'cara']","bom dia vim no psiquiatra e ele me deu uma BRONCA daquelas gigantes pq eu fico parando de tomar meu medicamento 👍

lindo pra minha cara 🗣"
"['show', 'morumbi', 'merda', 'estadio', 'horrivel']",Show do Morumbi é uma merda. Estádio HORRÍVEL
"['bosta', 'vida', 'caralhenta']",Bosta de vida caralhenta
"['vou', 'fazer', 'todas', 'manifestacoes', 'possiveis', 'ir', 'show', 'guns', 'ano', 'puta', 'merda', 'vou', 'gorillaz', 'algum', 'ir']","vou fazer todas as manifestações possíveis para ir no show do guns esse ano puta merda, já que não vou no gorillaz, em algum eu tenho que ir"
"['minha', 'barriga', 'desinchou', 'pra', 'cacete']",Minha barriga desinchou pra cacete
"['horrivel', 'qnd', 'alguem', 'esforca', 'pouco', 'pra', 'fazer', 'sentir', 'importante', 'fico', 'sentindo', 'grande', 'saco', 'merda', 'insignificante', 'por', 'mil', 'motivos', 'aprendi', 'gostar', 'estar', 'sozinha']","horrível qnd alguém não se esforça nem um pouco pra fazer você se sentir importante, fico me sentindo um grande saco de merda insignificante. Por esse e mil motivos que eu aprendi a gostar de estar sozinha."
"['vou', 'ter', 'pagar', 'r', 'pra', 'empresa', 'pq', 'fiz', 'cupom', 'fiscal', 'teste', 'esqueci', 'apagar', 'desgracado', 'entrou', 'venda']","vou ter que pagar R$100,00 pra empresa pq fiz um cupom fiscal de teste e esqueci de apagar o desgraçado e entrou a venda"
"['o', 'cara', 'e', 'condenado', 'no', 'maior', 'tribunal', 'do', 'pais', 'caralho', 'isso', 'e', 'vergonhoso']",O CARA É CONDENADO NO MAIOR TRIBUNAL DO PAÍS CARALHO! ISSO É VERGONHOSO! https://t.co/kLtB8RVwB3
"['sabe', 'tal', 'inseguranca', 'juridica', 'esta', 'oficializada', 'brasil', 'a', 'lei', 'cada', 'membro', 'supremo', 'cagar', 'cabeca']","Sabe aquela tal ""insegurança jurídica""??

Está oficializada no Brasil...

A lei é o que cada membro do ""supremo"" cagar da cabeça. https://t.co/LDNMknI11C"
"['hj', 'ta', 'foda']",hj tá foda
"['astrazenica', 'fez', 'doses', 'pfizer', 'fez', 'crlh', 'to', 'merda', 'real', 'pqp']","Astrazenica fez o que 2 doses de Pfizer não fez, crlh to na merda real pqp"
"['no', 'cu', 'bucetinha', 'rt', 'comentam', 'bastante', 'gostou', 'conteudo', 'hot', 'dm', 'fotos', 'videos', 'chamada', 'video', 'promocao', 'para', 'pix']","No cu ou na bucetinha?🔥🔥
Rt, comentam bastante se gostou 🔥🔞

🔥🔞Conteúdo HOT na DM🔞🔥
Fotos/ Vídeos/ Chamada de Vídeo 
   📩PROMOÇÃO PARA PIX 📩 https://t.co/CqFVpYss3y"
"['eu', 'aguento', 'ouvir', 'pipoca', 'queixarse', 'magra', 'mulher', 'tens', 'corpo', 'fixe', 'tens', 'gordura', 'come', 'condicoes', 'treina', 'frente']","Eu não aguento ouvir a pipoca a queixar-se que não é magra quando o é. Mulher, tu tens um corpo mesmo fixe, só tens gordura. Come em condições e treina para a frente."
"['adoro', 'encontrar', 'deborah', 'aleatoriamente', 'role', 'porque', 'nunca', 'sei', 'noite', 'vai', 'terminar', 'ontem', 'sai', 'pra', 'tomar', 'uma', 'cerveja', 'apareceu', 'notei', 'tava', 'deitada', 'rede', 'tomando', 'drink', 'gato', 'colo', 'marcando', 'viagem', 'pra', 'festival', 'julho']","Adoro encontrar Déborah aleatoriamente em rolê porque nunca sei como minha noite vai terminar. Ontem saí pra tomar UMA cerveja, ela apareceu e quando notei tava deitada numa rede, tomando um drink com um gato no meu colo, e marcando uma viagem pra um festival em julho???"
"['povo', 'folgado', 'caralho', 'viu']",Povo folgado do caralho viu
"['ouca', 'posso', 'fazer', 'milagres', 'ok', 'escreve', 'elon', 'musk', 'twitter', 'agora', 'vou', 'comprar', 'mcdonald', 's', 'consertar', 'todas', 'maquinas', 'sorvete', 'citou', 'musk', 'o', 'fantasma', 'casa', 'branca', 'vai', 'voltar', 'tomar', 'sorvete', 'mcdonald', 's', 'uhuuuuuu']","😂😊😆😅😌😁😬😀😉😂🤣😊😆😌😅😁😬😁

Ouça, eu não posso fazer milagres, ok, escreve Elon Musk em seu Twitter!

""Agora vou comprar o McDonald's e consertar todas as máquinas de sorvete"", - citou Musk.

O Fantasma da Casa Branca vai voltar tomar sorvete no McDonald's uhuuuuuu... https://t.co/4CxEpgyepo"
"['essa', 'dor', 'pe', 'ta', 'foda']",Essa dor no meu pé ta foda 😩
"['incrivel', 'sair', 'saia', 'comeca', 'ventar', 'caralho']",Incrível que é só eu sair de saia que começa a ventar para um caralho
"['deu', 'pra', 'sentir', 'gay', 'panic', 'andrew', 'daqui']",Deu pra sentir o gay panic do Andrew daqui
"['post', 'merda', 'comentarios', 'piores', 'ainda', 'amor', 'deus']",post merda e os comentários piores ainda pelo amor de deus https://t.co/YsZU52k3qX
"['e', 'outras', 'digo', 'dcv', 'foder']",É por essas e outras que eu digo que o DCV tem muito é que se foder mesmo
"['anos', 'tomar', 'banho', 'mar', 'necessito', 'praia', 'pcr']","2 anos sem tomar um banho de mar, necessito de uma praia pcr.."
"['foda', 'hora', 'passa']",foda que a hora não passa
"['que', 'foda']","""Que se foda eles"" https://t.co/S7ZmJTZJ3X"
"['sair', 'dentista', 'fazer', 'clareamento', 'nada', 'melhor', 'cafezin', 'preto', 'hummm']",depois de sair da dentista e fazer clareamento nada melhor que um cafézin preto hummm
"['ue', 'kkkkkkkkkkk', 'q', 'foda', 'vc', 'ne']",ue kkkkkkkkkkk q se foda vc né https://t.co/k8Rk2ISVEZ
"['vao', 'tudo', 'merda', 'tbm', 'ba']",Vão tudo a merda tbm ba
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
Tweet Tratado,Tweet Original
"['rapaziada', 'vive', 'outra', 'realidade', 'pprt', 'kkkkkk', 'achei', 'q', 'parada', 'seria', 'assedio', 'etc', 'vai', 'toma', 'cu']",essa rapaziada vive em outra realidade pprt KKKKKK achei q era uma parada séria de assedio e etc vai toma no cu https://t.co/D47A4ndm9V
['fodase'],fodase
"['mano', 'to', 'mt', 'gay', 'culpa', 'lolo']","mano tô mt gay, culpa da loló"
"['gosta', 'mate', 'pra', 'mim', 'louco']",quem não gosta de mate pra mim é louco
"['frio', 'caralho', 'manha', 'peguei', 'casaco', 'trabalho', 'botei', 'dentro', 'bolsa', 'pegar', 'casaco', 'agora', 'calca', 'oi', 'deus', 'dnv', 'aqui', 'queiroz']","Frio do caralho, de manhã peguei o casaco do trabalho e botei dentro da bolsa... fui pegar o casaco agora, e era a calça.... Oi Deus, sou eu dnv, aqui no Queiroz 😫😫😒😒"
"['transito', 'infernal', 'desgracado']",transito infernal desgraçado
"['acabei', 'jogar', 'ep', 'shopping', 'acredito', 'comprei', 'presente', 'pro', 'pessoal', 'ainda', 'pachorra', 'gostar', 'cair', 'cu', 'bunda']","acabei de jogar o ep do shopping, não acredito que eu comprei presente pro pessoal e eles ainda tiveram a pachorra de não gostar, é de cair o cu da bunda"
"['vai', 'ser', 'foda', 'vai', 'ser', 'pessimo']",ou vai ser foda ou vai ser péssimo https://t.co/Zcn2uxrQmI
"['prazeres', 'vida', 'comer', 'tapioca', 'tomar', 'cafe']",prazeres da vida: comer minha tapioca e tomar café
"['merda', 'viu']",só da merda viu.
"['nenhum', 'frio', 'jamais', 'capaz', 'impedir', 'tomar', 'sorvetinho']",nenhum frio jamais será capaz de me impedir de tomar um sorvetinho
"['comprei', 'puma', 'suede', 'preto', 'blusa', 'preta', 'gola', 'alta', 'calca', 'preta']","comprei meu puma suede preto, uma blusa preta de gola alta e uma calça preta 🥺🤏🏻"
"['frio', 'ta', 'ai', 'gays', 'bairro', 'ta', 'fogo', 'cu']",o frio tá aí mas as gays do meu bairro tá um fogo no cu
"['mae', 'botou', 'rouba', 'cachorro', 'ta', 'virado', 'cara', 'cu']",Mãe botou rouba no meu cachorro e ele tá virado em cara de cu 😂😂😂😂
"['bom', 'precisava', 'tomar', 'vinho', 'ganhar', 'cafune', 'pq', 'bad', 'vai', 'bater', 'forte', 'hehe', 'deixei', 'ir', 'bombonera', 'pra', 'nada', 'hahahaha', 'odio']","Bom, eu só precisava tomar um vinho e ganhar um cafuné pq a bad vai bater forte hehe. Deixei de ir na Bombonera pra nada? Hahahaha que ódio"
"['vem', 'publico', 'pedindo', 'desculpa', 'falando', 'intencional', 'vai', 'pro', 'caralho']","depois vem a público pedindo desculpa ou falando que não foi intencional, vai pro caralho"
"['paula', 'prado', 'liberando', 'video', 'mes', 'fazendo', 'assim', 'tomar', 'decisoes', 'conta', 'propria', 'vendo', 'capaz', 'independente', 'fazendo', 'nada', 'fez', 'tudo']","não mas a paula prado não liberando o meu vídeo esse mês, fazendo assim eu tomar minhas decisões por conta própria e vendo que sou capaz e independente... não fazendo nada ela fez tudo!"
